11	101
32	33.8546	34.4559	35.6919	36.1841	36.3322	38.3008	39.7841	40.9215	42.0499	42.2215	43.9125	45.2089	45.6608	45.7538	46.4361	47.7144	49.4076	50.3922	50.7766	51.5966	52.078	52.3783	53.0322	54.7412	56.2652	56.3145	57.9145	58.818	59.2422	60.2633	61.1896	62.2111	64.1755	64.5268	65.8496	66.443	68.1427	69.4698	69.7342	70.0468	71.7259	72.806	74.509	76.177	78.0849	79.9509	80.0411	80.8465	81.611	82.6127	84.5397	85.7799	85.7829	86.9965	87.6053	87.7365	88.9366	90.0784	90.7967	91.0242	91.5714	92.6257	92.743	94.0527	95.7942	97.2373	97.4347	98.4123	98.8068	98.9126	99.3843	100.352	102.21	102.771	104.096	105.936	107.591	108.794	108.983	110.816	112.63	113.092	114.752	115.719	117.017	117.465	118.629	119.678	120.175	122.163	122.81	122.961	123.189	125.046	126.515	126.853	127.95	127.999	128.181	128.599
30	31.5414	32.7917	33.9252	34.7366	35.4531	36.5979	37.6826	38.6191	39.4463	40.0691	41.0065	41.8385	42.3757	42.7885	43.3992	44.2645	45.2518	46.0169	46.5571	47.1171	47.5831	48.0285	48.6602	49.6188	50.5308	51.1141	51.9786	52.6997	53.294	54.0301	54.8146	55.6969	56.7677	57.5001	58.3727	59.156	60.1755	61.0738	61.6657	62.2991	63.3245	64.3675	65.6087	66.9097	68.2438	69.421	70.081	70.79	71.5379	72.4227	73.5279	74.4064	74.9314	75.6327	76.1902	76.6516	77.3749	78.1108	78.6906	79.1146	79.6171	80.2501	80.7723	81.6381	82.6795	83.5843	84.1236	84.7136	85.1363	85.4825	85.9892	86.7624	87.8058	88.648	89.6985	90.9339	92.1147	93.0926	93.8459	94.978	96.1239	96.9634	97.9941	98.8846	99.7626	100.438	101.236	102.006	102.683	103.615	104.171	104.478	104.817	105.532	106.101	106.285	106.494	106.619	107.428	110
27	29.5202	31.2461	32.4834	33.3875	34.1502	34.96	35.7349	36.432	37.0535	37.6083	38.2122	38.7694	39.2214	39.6312	40.1134	40.6983	41.3237	41.8717	42.3229	42.7368	43.1137	43.4977	43.9664	44.5484	45.1305	45.6383	46.1923	46.7148	47.2111	47.7561	48.3499	49.0031	49.7078	50.3432	50.9961	51.6441	52.3418	52.9975	53.5699	54.1742	54.9215	55.7473	56.6662	57.6271	58.578	59.4266	60.0901	60.7123	61.3448	62.0283	62.7582	63.4007	63.9168	64.4252	64.8825	65.3153	65.8104	66.3084	66.7484	67.1344	67.5395	67.9921	68.4642	69.0537	69.7069	70.3021	70.7665	71.1869	71.5465	71.8958	72.3314	72.9068	73.6071	74.321	75.1206	75.9921	76.8471	77.6238	78.3386	79.1357	79.9352	80.6553	81.3887	82.0749	82.7222	83.3007	83.88	84.4328	84.9414	85.444	85.7797	85.9563	86.0611	86.1522	86.0606	85.6799	85.1101	84.5468	84.9064	89
25	28.2951	30.1921	31.3796	32.1857	32.8077	33.3655	33.8745	34.3305	34.7377	35.1092	35.4751	35.816	36.1192	36.4112	36.7342	37.1003	37.4815	37.8315	38.1337	38.4013	38.6449	38.8896	39.167	39.4859	39.8125	40.1249	40.4464	40.7659	41.0902	41.4449	41.8383	42.2716	42.7318	43.1846	43.6416	44.101	44.57	45.0257	45.4648	45.9311	46.4659	47.0617	47.7107	48.3841	49.0445	49.6477	50.17	50.6529	51.1282	51.6135	52.0998	52.5437	52.9301	53.2871	53.6161	53.9314	54.2564	54.576	54.8707	55.1442	55.4225	55.7219	56.045	56.4112	56.797	57.1547	57.4569	57.7241	57.9692	58.2247	58.5353	58.9275	59.3961	59.9101	60.4736	61.0708	61.6634	62.2239	62.7583	63.3022	63.8393	64.3486	64.8465	65.3204	65.7663	66.1764	66.5618	66.9109	67.2072	67.4349	67.5355	67.4885	67.2948	66.9271	66.2797	65.2352	63.6955	61.5338	58.6418	55
26	28.4699	29.8511	30.6624	31.1749	31.5373	31.8293	32.0774	32.2889	32.4692	32.6271	32.7745	32.9113	33.0387	33.1698	33.3211	33.4955	33.6781	33.8462	33.986	34.096	34.1811	34.2544	34.332	34.4211	34.5149	34.6086	34.7094	34.8198	34.9474	35.1046	35.2977	35.5251	35.7767	36.0367	36.3009	36.5659	36.8308	37.0919	37.3559	37.6445	37.9765	38.3519	38.7613	39.1855	39.6001	39.9815	40.3203	40.6307	40.929	41.2229	41.5065	41.7641	41.9897	42.1916	42.3751	42.5474	42.7149	42.8733	43.0172	43.1504	43.2841	43.4264	43.5794	43.7447	43.91	44.0564	44.1748	44.2748	44.3719	44.4882	44.6466	44.8605	45.1284	45.4386	45.7827	46.1454	46.5048	46.8456	47.1665	47.4763	47.7741	48.0583	48.3346	48.6008	48.8518	49.0799	49.279	49.4348	49.527	49.5302	49.4074	49.1273	48.6555	47.9307	46.8438	45.2369	42.8614	39.221	33.1111	21
29	29.7348	30.083	30.2481	30.3196	30.3441	30.3444	30.3255	30.2874	30.2321	30.1644	30.093	30.0237	29.9614	29.9141	29.8896	29.8863	29.8922	29.8914	29.8694	29.8164	29.7295	29.6147	29.485	29.3511	29.2164	29.0845	28.9626	28.8569	28.776	28.7304	28.7258	28.7588	28.8186	28.8913	28.9675	29.0404	29.1067	29.1683	29.2373	29.3317	29.4628	29.6289	29.8195	30.0198	30.2123	30.3808	30.5204	30.6403	30.7514	30.8566	30.9502	31.0239	31.0772	31.1152	31.1429	31.1626	31.1741	31.1742	31.1612	31.1405	31.1195	31.1005	31.0805	31.0554	31.0179	30.9606	30.884	30.8001	30.7258	30.6787	30.6704	30.7066	30.7854	30.9001	31.0411	31.1923	31.336	31.4605	31.5617	31.6409	31.7038	31.7592	31.8172	31.8808	31.9431	31.9921	32.0141	31.99	31.8951	31.7008	31.3762	30.8887	30.1932	29.2168	27.8498	25.9355	23.2323	19.3349	13.559	5
33	31.3871	30.4993	29.9296	29.5142	29.1788	28.8827	28.597	28.3076	28.0116	27.7093	27.4124	27.1312	26.8701	26.6354	26.4356	26.2655	26.1093	25.9532	25.778	25.5642	25.2982	24.9817	24.6334	24.2723	23.9052	23.5405	23.1896	22.8594	22.5599	22.3068	22.1083	21.9588	21.8414	21.7373	21.6332	21.5185	21.3856	21.237	21.0948	20.9855	20.9191	20.8879	20.8755	20.8702	20.8565	20.8162	20.7458	20.662	20.5799	20.4987	20.4068	20.2937	20.1658	20.031	19.897	19.7613	19.6166	19.4571	19.279	19.0946	18.9142	18.7349	18.5443	18.3339	18.0994	17.8361	17.5511	17.2643	16.9997	16.7757	16.5937	16.4529	16.3484	16.2774	16.2317	16.1902	16.1311	16.0458	15.9281	15.7737	15.5949	15.4132	15.2511	15.1186	15.0024	14.8825	14.7407	14.5542	14.2916	13.9212	13.4175	12.7593	11.9074	10.7876	9.30093	7.33091	4.72126	1.27292	-3.23826	-9
35	32.3141	30.5976	29.4569	28.6289	27.9742	27.4107	26.8722	26.3342	25.7965	25.2471	24.7136	24.2151	23.7474	23.3156	22.9445	22.6217	22.3162	22.0226	21.7127	21.3507	20.903	20.3648	19.7782	19.1821	18.5738	17.9643	17.3771	16.8122	16.2789	15.8102	15.4236	15.1089	14.8338	14.5664	14.2936	13.9997	13.6656	13.2862	12.9071	12.5856	12.3306	12.1194	11.9165	11.7214	11.5191	11.2724	10.9733	10.6685	10.391	10.1313	9.86104	9.55073	9.22994	8.91079	8.61421	8.32678	8.02881	7.71045	7.35224	6.99134	6.65208	6.32258	5.9679	5.57477	5.14588	4.66799	4.1525	3.63728	3.16177	2.75779	2.40127	2.08706	1.80077	1.55215	1.34051	1.12875	0.876752	0.589519	0.259002	-0.139381	-0.579514	-1.01958	-1.41141	-1.72729	-2.00408	-2.27842	-2.5666	-2.891	-3.29809	-3.82795	-4.4982	-5.29486	-6.23321	-7.39668	-8.88068	-10.7377	-13.0359	-15.7864	-18.8163	-21
36	32.2711	30.1192	28.6699	27.5683	26.6761	25.9109	25.1437	24.3566	23.5888	22.7635	21.9735	21.2608	20.5803	19.925	19.3939	18.9482	18.4976	18.0936	17.6835	17.2058	16.5802	15.7773	14.9121	14.0833	13.2219	12.3432	11.5194	10.7102	9.90961	9.20786	8.64338	8.19589	7.79531	7.37794	6.95206	6.49862	5.9687	5.31374	4.6409	4.09928	3.67929	3.32379	2.93173	2.56131	2.20718	1.7609	1.18459	0.623439	0.157062	-0.255584	-0.678294	-1.21871	-1.74787	-2.27556	-2.72448	-3.14692	-3.5912	-4.05161	-4.62953	-5.19358	-5.68188	-6.12861	-6.63591	-7.21623	-7.82793	-8.53355	-9.3191	-10.104	-10.824	-11.3856	-11.9132	-12.3878	-12.8667	-13.2931	-13.6337	-13.9754	-14.4247	-14.9048	-15.4222	-16.0893	-16.8314	-17.5772	-18.2263	-18.6894	-19.0921	-19.5079	-19.9249	-20.3468	-20.8653	-21.5444	-22.4021	-23.3271	-24.2707	-25.3807	-26.8025	-28.4656	-30.4225	-32.6242	-35.2703	-39
32	30.6503	28.9366	27.5332	26.2956	25.2477	24.4092	23.431	22.3549	21.4331	20.2385	19.1491	18.2662	17.3792	16.4002	15.7471	15.2675	14.6197	14.157	13.7071	13.1933	12.4181	11.2349	9.99162	8.99811	7.86737	6.64706	5.62634	4.57828	3.42001	2.4466	1.72436	1.21408	0.751583	0.175936	-0.383893	-0.947919	-1.62485	-2.66234	-3.77759	-4.52939	-5.05682	-5.45523	-6.09462	-6.6352	-7.03332	-7.64236	-8.64248	-9.54144	-10.1578	-10.662	-11.1319	-12.034	-12.7643	-13.5803	-14.1316	-14.643	-15.2414	-15.7445	-16.6754	-17.5062	-18.111	-18.5742	-19.2232	-20.0336	-20.7669	-21.7156	-22.8531	-23.9734	-25.0327	-25.6292	-26.3479	-26.9269	-27.6562	-28.2942	-28.6773	-29.0424	-29.7654	-30.4312	-31.0225	-32.0323	-33.1469	-34.2982	-35.2938	-35.7797	-36.2361	-36.8079	-37.3534	-37.7857	-38.3567	-39.1722	-40.3332	-41.4388	-42.2409	-43.1498	-44.5736	-45.9796	-47.6292	-49.0634	-50.6645	-52
