11	101
32	33.8546	34.4559	35.6919	36.1841	36.3322	38.3008	39.7841	40.9215	42.0499	42.2215	43.9125	45.2089	45.6608	45.7538	46.4361	47.7144	49.4076	50.3922	50.7766	51.5966	52.078	52.3783	53.0322	54.7412	56.2652	56.3145	57.9145	58.818	59.2422	60.2633	61.1896	62.2111	64.1755	64.5268	65.8496	66.443	68.1427	69.4698	69.7342	70.0468	71.7259	72.806	74.509	76.177	78.0849	79.9509	80.0411	80.8465	81.611	82.6127	84.5397	85.7799	85.7829	86.9965	87.6053	87.7365	88.9366	90.0784	90.7967	91.0242	91.5714	92.6257	92.743	94.0527	95.7942	97.2373	97.4347	98.4123	98.8068	98.9126	99.3843	100.352	102.21	102.771	104.096	105.936	107.591	108.794	108.983	110.816	112.63	113.092	114.752	115.719	117.017	117.465	118.629	119.678	120.175	122.163	122.81	122.961	123.189	125.046	126.515	126.853	127.95	127.999	128.181	128.599
30	30.9975	31.764	32.5003	32.9872	33.4227	34.3151	35.1832	35.9514	36.6612	37.2092	38.0997	38.8922	39.376	39.7116	40.2284	40.9942	41.879	42.5315	42.9409	43.3476	43.64	43.898	44.3335	45.0904	45.8018	46.1944	46.8768	47.4103	47.7955	48.2987	48.8422	49.4962	50.3601	50.904	51.5997	52.2127	53.0641	53.7844	54.1706	54.5567	55.2922	56.0149	56.9306	57.9354	59.0355	60.0534	60.6149	61.2579	61.9481	62.7733	63.819	64.6417	65.1132	65.7581	66.253	66.6463	67.2969	67.9548	68.4529	68.798	69.2306	69.8013	70.2575	71.0427	71.991	72.8092	73.2886	73.8472	74.2473	74.5539	74.987	75.6446	76.5239	77.1491	77.9345	78.8774	79.7689	80.4831	80.9979	81.8974	82.7962	83.3671	84.1176	84.739	85.3857	85.8848	86.5592	87.2468	87.8702	88.77	89.3169	89.6452	90.0646	90.9789	91.9789	93.023	94.8401	97.6935	102.513	110
27	28.6136	29.5324	30.1089	30.4809	30.7951	31.2148	31.6645	32.1164	32.5735	33.0294	33.5758	34.0851	34.4671	34.7727	35.1303	35.5892	36.091	36.5048	36.7935	37.0045	37.1383	37.2511	37.4329	37.7191	38.0068	38.2317	38.508	38.7338	38.8915	39.0583	39.2665	39.5641	39.9576	40.3172	40.7115	41.1041	41.5405	41.9137	42.1592	42.372	42.6599	42.9769	43.3779	43.8708	44.4603	45.0749	45.6062	46.1504	46.7197	47.3372	47.9983	48.5722	49.0156	49.4394	49.7981	50.1247	50.5131	50.9065	51.2462	51.5428	51.8758	52.2669	52.6662	53.1497	53.6641	54.1176	54.4723	54.8214	55.1214	55.388	55.6972	56.0943	56.5528	56.9454	57.3416	57.7539	58.1447	58.4963	58.8312	59.2625	59.6727	59.9632	60.24	60.483	60.7519	61.0524	61.4554	61.9105	62.3737	62.8692	63.2374	63.5033	63.803	64.2939	64.9743	66.0168	67.9577	71.4945	77.7505	89
25	27.3388	28.3825	28.8719	29.1233	29.2919	29.4716	29.6794	29.9191	30.1897	30.4872	30.8192	31.1376	31.4016	31.6291	31.8767	32.1737	32.4943	32.7778	32.9846	33.1075	33.1548	33.168	33.1981	33.2645	33.342	33.4113	33.4802	33.5085	33.4844	33.4462	33.4465	33.532	33.7049	33.9146	34.1438	34.3669	34.579	34.7482	34.8554	34.9263	34.9962	35.0727	35.1912	35.3919	35.7046	36.1085	36.5479	37.0091	37.4799	37.9569	38.4256	38.8404	39.1796	39.4649	39.7006	39.9174	40.1557	40.4091	40.6589	40.9086	41.1824	41.4822	41.7808	42.0687	42.3199	42.519	42.6795	42.8352	42.9806	43.1241	43.3014	43.537	43.8078	44.0485	44.2411	44.3871	44.506	44.6313	44.7861	44.9729	45.1253	45.1941	45.2049	45.1949	45.2314	45.3619	45.6078	45.9284	46.2672	46.5841	46.8215	46.9856	47.14	47.3633	47.6968	48.2287	49.1536	50.6652	52.7575	55
26	27.8132	28.6051	28.9304	29.0545	29.1005	29.1347	29.1871	29.2669	29.3716	29.4989	29.6498	29.8092	29.9608	30.1102	30.2785	30.4738	30.6798	30.8651	30.9987	31.0605	31.0539	31.0123	30.9739	30.9552	30.9494	30.9414	30.9125	30.8379	30.7184	30.5893	30.5034	30.5005	30.58	30.7068	30.8457	30.9669	31.0589	31.1184	31.1482	31.1563	31.15	31.1363	31.1435	31.2203	31.4088	31.7065	32.0707	32.4621	32.8563	33.2389	33.5933	33.8972	34.1393	34.3261	34.4713	34.6034	34.7528	34.9274	35.1198	35.3243	35.5403	35.7556	35.9424	36.0754	36.1413	36.1511	36.1334	36.1159	36.1116	36.1395	36.2301	36.3988	36.6157	36.8157	36.9485	37.0043	37.0188	37.0454	37.1097	37.1904	37.2319	37.1942	37.0846	36.9504	36.8686	36.9034	37.0719	37.332	37.6125	37.8526	38.0159	38.1058	38.1544	38.1839	38.1514	37.915	37.1845	35.3765	31.1822	21
29	29.6412	29.9019	29.9863	29.9756	29.9109	29.8253	29.7416	29.6676	29.6036	29.5556	29.5357	29.5466	29.5821	29.6386	29.7141	29.7984	29.8773	29.938	29.964	29.9385	29.8652	29.7738	29.6968	29.6452	29.6072	29.5593	29.4759	29.3442	29.1816	29.0292	28.9303	28.9079	28.9519	29.0326	29.1199	29.1887	29.2292	29.2477	29.2562	29.2582	29.2473	29.2219	29.2056	29.2477	29.39	29.6304	29.9301	30.2504	30.5671	30.8633	31.1209	31.3264	31.4811	31.5959	31.6843	31.7641	31.8546	31.9637	32.0852	32.2092	32.326	32.4205	32.4708	32.4592	32.3836	32.2605	32.1164	31.9794	31.8782	31.8474	31.9177	32.0921	32.3254	32.5417	32.6796	32.7253	32.7176	32.7149	32.7449	32.7851	32.7883	32.7201	32.5833	32.4223	32.3095	32.3113	32.4497	32.6854	32.9409	33.147	33.2721	33.3217	33.3076	33.1954	32.8275	31.8238	29.491	24.845	16.8601	5
33	31.932	31.5321	31.3523	31.2103	31.0412	30.8404	30.6189	30.3857	30.1502	29.9278	29.7428	29.6045	29.5045	29.4309	29.3732	29.3135	29.2392	29.1516	29.0438	28.9029	28.7319	28.5596	28.4203	28.3209	28.2348	28.1274	27.9741	27.774	27.5613	27.3858	27.2807	27.2489	27.2685	27.3146	27.3719	27.4243	27.4582	27.4731	27.4814	27.4885	27.4837	27.4613	27.4419	27.4751	27.5941	27.7833	28.0019	28.2229	28.4328	28.6158	28.7536	28.8378	28.8886	28.9274	28.9645	28.9962	29.021	29.0394	29.0438	29.0317	28.9991	28.9368	28.8332	28.686	28.5025	28.2903	28.0635	27.8498	27.6921	27.6402	27.7186	27.9145	28.1649	28.3887	28.5263	28.5638	28.5368	28.5049	28.4967	28.4926	28.4579	28.3695	28.2351	28.0929	27.9932	27.9873	28.0993	28.2993	28.5134	28.6736	28.7536	28.7642	28.7	28.4698	27.8133	26.1704	22.5655	15.7864	5.068	-9
35	33.3282	32.5278	32.1348	31.8568	31.5711	31.2471	30.8748	30.4673	30.0499	29.6348	29.2643	28.9524	28.6766	28.42	28.1893	27.9656	27.73	27.4999	27.2652	27.003	26.7013	26.3841	26.1058	25.886	25.6763	25.436	25.1529	24.8273	24.5008	24.2397	24.0756	23.9963	23.9652	23.9573	23.9736	24.0027	24.0146	23.9857	23.9365	23.8965	23.8581	23.8094	23.7572	23.7565	23.8276	23.9236	23.9958	24.0504	24.0979	24.1218	24.096	24.004	23.8997	23.8136	23.7607	23.7085	23.6276	23.511	23.3397	23.1415	22.9331	22.7088	22.4531	22.1752	21.8912	21.5855	21.2568	20.9387	20.6912	20.5833	20.615	20.7629	20.9491	21.1063	21.1899	21.1756	21.0791	20.9687	20.8722	20.7568	20.6082	20.426	20.2397	20.0922	19.9886	19.946	19.9889	20.101	20.2121	20.258	20.2197	20.1292	19.9771	19.6168	18.7177	16.6547	12.334	4.49352	-7.33444	-21
36	33.3651	32.2073	31.579	31.0939	30.6289	30.1507	29.5854	28.955	28.3275	27.6509	27.0299	26.4981	25.9906	25.4807	25.0559	24.6797	24.28	23.9309	23.5955	23.2226	22.7507	22.1751	21.6211	21.1679	20.7032	20.1955	19.6868	19.1398	18.5775	18.1161	17.8017	17.6103	17.4724	17.3389	17.2389	17.1603	17.0391	16.798	16.5112	16.3002	16.1477	16.0144	15.8387	15.7221	15.6799	15.5882	15.3716	15.1416	14.9615	14.7892	14.5702	14.2156	13.8815	13.576	13.3664	13.1731	12.9309	12.6474	12.2258	11.7936	11.41	11.0529	10.6471	10.2067	9.78424	9.30477	8.75858	8.21491	7.75514	7.50693	7.367	7.33722	7.30637	7.26943	7.22757	7.10799	6.85053	6.58337	6.33013	5.97369	5.5563	5.11389	4.73044	4.50208	4.3268	4.16483	4.05957	4.01997	3.94717	3.76569	3.45491	3.13026	2.82728	2.32028	1.22867	-0.922137	-5.14832	-12.5686	-23.9682	-39
32	31.3576	30.2892	29.4229	28.5936	27.8334	27.1916	26.3528	25.3847	24.5588	23.4635	22.4832	21.7126	20.9282	20.0303	19.4326	18.9873	18.3665	17.9382	17.5386	17.0955	16.4218	15.3851	14.3395	13.5831	12.7026	11.7177	10.9004	10.0257	9.02702	8.21359	7.6551	7.31085	7.01933	6.63133	6.29067	5.98191	5.58488	4.82999	3.97616	3.44754	3.10339	2.86271	2.37977	2.01785	1.82948	1.44971	0.675442	-0.0208853	-0.466935	-0.832127	-1.18632	-1.98191	-2.59674	-3.27703	-3.67986	-4.04935	-4.52488	-4.92266	-5.76129	-6.51414	-7.05587	-7.46202	-8.04121	-8.75158	-9.34893	-10.1367	-11.1067	-12.0618	-12.9484	-13.3439	-13.8206	-14.1267	-14.5833	-14.9827	-15.1785	-15.3979	-15.9903	-16.511	-16.9253	-17.7294	-18.6291	-19.5772	-20.3908	-20.7127	-21.0131	-21.4203	-21.776	-21.9834	-22.2945	-22.8188	-23.6596	-24.4181	-24.8598	-25.4481	-26.7387	-28.5353	-31.69	-36.4582	-43.5764	-52
